301	Q0	FBIS4-40260	1	17.405571	BM25.2.0.0.9
301	Q0	FBIS4-63999	2	16.631975	BM25.2.0.0.9
301	Q0	FBIS4-41684	3	16.561855	BM25.2.0.0.9
301	Q0	FBIS4-41991	4	16.520483	BM25.2.0.0.9
301	Q0	FBIS3-23986	5	16.51376	BM25.2.0.0.9
301	Q0	FBIS3-21961	6	16.078215	BM25.2.0.0.9
301	Q0	FBIS4-55395	7	15.880678	BM25.2.0.0.9
301	Q0	FBIS4-38482	8	15.859686	BM25.2.0.0.9
301	Q0	FBIS3-19646	9	15.824321	BM25.2.0.0.9
301	Q0	FBIS4-7811	10	15.675822	BM25.2.0.0.9
301	Q0	FBIS4-39330	11	15.619898	BM25.2.0.0.9
301	Q0	FBIS4-46734	12	15.594724	BM25.2.0.0.9
301	Q0	FBIS4-40936	13	15.567332	BM25.2.0.0.9
301	Q0	FBIS3-19199	14	15.516113	BM25.2.0.0.9
301	Q0	LA112489-0141	15	15.40088	BM25.2.0.0.9
301	Q0	FBIS3-37418	16	15.367075	BM25.2.0.0.9
301	Q0	FBIS4-19535	17	15.364379	BM25.2.0.0.9
301	Q0	FBIS4-68383	18	15.344814	BM25.2.0.0.9
301	Q0	FBIS4-18122	19	15.311527	BM25.2.0.0.9
301	Q0	FBIS4-16951	20	15.311234	BM25.2.0.0.9
301	Q0	FBIS3-12487	21	15.269656	BM25.2.0.0.9
301	Q0	FBIS4-41839	22	15.221993	BM25.2.0.0.9
301	Q0	LA121990-0141	23	15.116939	BM25.2.0.0.9
301	Q0	FBIS4-16126	24	15.075183	BM25.2.0.0.9
301	Q0	FBIS3-24145	25	15.033989	BM25.2.0.0.9
301	Q0	FBIS4-22471	26	15.016838	BM25.2.0.0.9
301	Q0	FBIS3-17047	27	14.977321	BM25.2.0.0.9
301	Q0	FBIS4-43965	28	14.936823	BM25.2.0.0.9
301	Q0	FBIS3-41288	29	14.914373	BM25.2.0.0.9
301	Q0	FBIS4-49499	30	14.893075	BM25.2.0.0.9
301	Q0	FBIS3-38787	31	14.880833	BM25.2.0.0.9
301	Q0	LA102290-0116	32	14.803423	BM25.2.0.0.9
301	Q0	FBIS3-55219	33	14.785231	BM25.2.0.0.9
301	Q0	FBIS4-40181	34	14.775759	BM25.2.0.0.9
301	Q0	FBIS4-46857	35	14.737438	BM25.2.0.0.9
301	Q0	FBIS4-21168	36	14.659729	BM25.2.0.0.9
301	Q0	FBIS4-7688	37	14.62381	BM25.2.0.0.9
301	Q0	FBIS3-41108	38	14.594828	BM25.2.0.0.9
301	Q0	FBIS4-65446	39	14.555264	BM25.2.0.0.9
301	Q0	FBIS3-13011	40	14.542497	BM25.2.0.0.9
301	Q0	FBIS3-34994	41	14.432809	BM25.2.0.0.9
301	Q0	FBIS3-24143	42	14.416464	BM25.2.0.0.9
301	Q0	FBIS4-24890	43	14.410366	BM25.2.0.0.9
